Event	ID	Name			Wwise Object Path	Notes
	590598450	vo_start_battle			\Default Work Unit\vo_start_battle	
	693799259	vo_gun_damaged			\Default Work Unit\vo_gun_damaged	
	825236543	vo_gun_destroyed			\Default Work Unit\vo_gun_destroyed	
	1107412350	vo_gunner_killed			\Default Work Unit\vo_gunner_killed	
	1396083645	vo_fire_started			\Default Work Unit\vo_fire_started	
	1641781602	vo_fuel_tank_damaged			\Default Work Unit\vo_fuel_tank_damaged	
	1781671118	vo_loader_killed			\Default Work Unit\vo_loader_killed	
	3616464105	vo_fire_stopped			\Default Work Unit\vo_fire_stopped	
	4011208105	vo_gun_functional			\Default Work Unit\vo_gun_functional	
	4148607935	vo_engine_functional			\Default Work Unit\vo_engine_functional	

Game Parameter	ID	Name			Wwise Object Path	Notes
	5189176	RTPC_ext_menu_volume_voice_gui			\Default Work Unit\RTPC_ext_menu_volume_voice_gui	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	971295353	engine_functional_01	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHaxCen\RelHax_2\.cache\Windows\Voices\English(UK)\engine_functional_01_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_engine_functional\engine_functional_01		27650
	995033085	start_battle_01	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHaxCen\RelHax_2\.cache\Windows\Voices\English(UK)\start_battle_01_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_start_battle\start_battle_01		8029
	999363801	engine_functional_02	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHaxCen\RelHax_2\.cache\Windows\Voices\English(UK)\engine_functional_02_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_engine_functional\engine_functional_02		29393
	1000817995	start_battle_30	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHaxCen\RelHax_2\.cache\Windows\Voices\English(UK)\start_battle_30_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_start_battle\start_battle_30		6977
	1003526728	start_battle_06	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHaxCen\RelHax_2\.cache\Windows\Voices\English(UK)\start_battle_06_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_start_battle\start_battle_06		17487
	1024529909	loader_killed_03	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHaxCen\RelHax_2\.cache\Windows\Voices\English(UK)\loader_killed_03_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_loader_killed\loader_killed_03		30601
	1030759749	fire_stopped_04	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHaxCen\RelHax_2\.cache\Windows\Voices\English(UK)\fire_stopped_04_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_fire_stopped\fire_stopped_04		14743
	1049722624	fire_started_05	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHaxCen\RelHax_2\.cache\Windows\Voices\English(UK)\fire_started_05_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_fire_started\fire_started_05		9110
	1056649950	start_battle_22	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHaxCen\RelHax_2\.cache\Windows\Voices\English(UK)\start_battle_22_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_start_battle\start_battle_22		11036

